content,techniques
"""#التجارة"" تشهِّر بمواطن تستر على 4 مقيمين زاولوا تجارة المفروشات. LINK LINK",['no_technique']
#حسن_الرداد يحمل نعش حماه #سمير_غانم.. لحظات الحزن والألم LINK,"[""'loaded_language'""]"
"""برنامج الغذاء العالمي"": السوريون يعيشون ""أسوأ ظروف إنسانية منذ بداية الأزمة"" LINK LINK","[""'loaded_language'""]"
4916 تصريح حفر بشوارع #مكة في 9 أشهر.. هذه الجهة الأكثر عملاً. LINK LINK,['no_technique']
اكتشاف مذهل للغاية.. أقدم دفن بشري في أفريقيا لطفل يبلغ من العمر 3 سنوات LINK,"[""'loaded_language'""]"
الصحراء المغربية.. عمدة ليفيري الإيطالية يدعو الاتحاد الأوروبي إلى السير على خطى النموذج الأمريكي,['no_technique']
أطفال فلسطينيون يقفون فوق ركام منزل عائلة أبو حطب في قطاع غزة، ويشعلون الشموع تنديداً بالمجزرة التي ارتكبتها إسرائيل بقتل 10 من أفراد العائلة، بينهم أطفال، خلال الغارات الجوية على غزة.,"[""'loaded_language'""]"
#الوصال| #شاعر_الوطن سالم بن علي الكلباني يستمع لأبنه أحمد وهو ينشد أحد قصائدة. في #بث_مباشر لـ #فوانيس_الوصال مع الدكتور المعتصم المعمري @USER LINK,['no_technique']
"""زيادة فاضحة"" في ثمن المنتجات تسيء للسياحة المغربية على الأنترنيت LINK #اقتصاد #الزيادة_في_الأسعار #السياح_الأجانب","[""'loaded_language'""]"
الشيخة عائشة بنت علي بن حمد بن عيسى بن علي آل خليفة .. في ذمة الله LINK,"[""'loaded_language'""]"
الصحة العالمية: النظام الصحي في غزة متدهور ونزوح 70 ألفا من منازلهم يفرض تحديات كبيرة,"[""'loaded_language'""]"
إحباط محاولة إدخال مخدرات لسجن بير أم غرين LINK,"[""'loaded_language'""]"
رقصة ودية بين جنود إسرائيليين ومصريين على الحدود الفاصلة بين البلدين LINK,['no_technique']
"📌تحت شعار "" الذاكرة تأبى النسيان""..انطلاق الاحتفالات المخلدة للذكرى 76 ل #مجازر_8ماي45 من #سطيف LINK LINK","[""'loaded_language'""]"
أكثر من 450 ألف وفاة في #البرازيل وسط تحذيرات من موجة ثالثة لوباء #كورونا,"[""'appeal_to_fear'""]"
إيطاليا.. ارتفاع حصيلة ضحايا حادث تحطم قاطرة تلفريك إلى 14 قتيلا,['no_technique']
مدير عام منظمة الصحة العالمية يعرب عن أسفه لسيطرة مجموعة صغيرة من الدول على اللقاحات المضادة لفيروس #كورونا,"[""'appeal_to_fear'""]"
سبعيني نازح من مدينة #البوكمال يبعث روح الجمال والفن في أخشاب ميتة LINK LINK,['no_technique']
السجن 15 عاما لضابط أميركي في القبعات الخضراء تجسس للروس LINK,['no_technique']
"لقاح فيروس كورونا: ما تأثير ""حرب اللقاحات"" على الدول الفقيرة؟ - صحف عربية - BBC News عربي LINK","[""'loaded_language'"", ""'fud'""]"
صورة الشــهـــيد موسى مــاضــي الذي ارتقــى بعد قصــف دراجته في مدينة رفح، قبل قليل. #GazaUnderAttack #غزة_تحت_القصف LINK,"[""'loaded_language'""]"
"إسرائيل تعلن تدمير نقطة مراقبة سورية في الجولان ""انتهكت سيادتها"" #عاجل LINK","[""'loaded_language'""]"
بفارق هدف واحد.. #هاري_كين يقتنص الحذاء الذهبي لهداف الدوري الإنجليزي من #محمد_صلاح LINK,"[""'loaded_language'""]"
حادث الاعتداء على معلمات بـ #برج_باجي_مختار: تلبية معظم المطالب المطروحة LINK,"[""'loaded_language'""]"
مراسلنا: القوات العراقية تنشر دبابات في بعض شوارع بغداد (فيديو),"[""'appeal_to_fear'""]"
"مركز ""دراسات"" يحقق قفزة نوعية في تصنيف جامعة بنسلفانيا للمراكز الفكرية لعام 2020 LINK","[""'loaded_language'""]"
#عاجل|مراسل رؤيا: إصابات بالإغماء في صفوف المشاركين بمسيرة الحدود الأردنية الفلسطينية #الأردن #فلسطين #الحدود #غزة_تحت_القصف #القدس #رؤيا_الاخباري LINK,['no_technique']
▪️ مسيرة عفوية في معسكر جباليا شمال قطاع غزة نصرة للقدس وابتهاجًا ببسالة المقاومة.,"[""'loaded_language'""]"
سالفة #حسون_البزونه واسمه!! لمشاهدة كافة حلقات البرنامج أنقر هنا: LINK #اكوفد_واحد #اكو_فد_واحد #نكتة #نكات #نكات_عراقية #ضحك #ترفيه #العراق #السومرية LINK,['no_technique']
#عين_اليمن الجالية اليمنية في ماليزيا تحذر من شركات توظيف الأموال. #لاتكن_سمكة LINK,"[""'loaded_language'""]"
التحالف: تدمير مسيرة مفخخة أطلقتها ميليشيا الحوثي باتجاه المنطقة الجنوبية.,['no_technique']
"الكاف @USER يتذكر ويُذكر بالهدف التاريخي للدولي الجزائري #رياض_محرز ويردد "" حُطها في الجول يا رياض "" كم أنت كبير يا رياض يا محرز برافوا 👏 @USER LINK","[""'loaded_language'""]"
متصل عبر #منتدى_الوصال: كل ما أراجع عشان التعويض كمتضرر من طريق الباطنة الساحلي يقولوا أنه الموضوع موقف من وزير الإسكان ؟؟ @USER LINK,"[""'loaded_language'"", ""'fud'""]"
بابلو إغليسياس في قلب الإعصار بسبب تشكيكه في الحياة الديمقراطية الطبيعية في اسبانيا LINK,"[""'loaded_language'""]"
"وزارة خارجية #إثيوبيا تقول إن العقوبات الأمريكية الأخيرة ""لن تردعها""، مؤكدة رفضها تدخل #واشنطن في شؤونها الداخلية","[""'loaded_language'""]"
"مراسل بي بي سي في الصين: ""الواقع المروع للعمل الصحفي في الصين هو الذي دفعني للمغادرة"" LINK","[""'loaded_language'"", ""'appeal_to_fear'""]"
غزة وإسرائيل: بلينكن يزور الشرق الأوسط لتعزيز وقف إطلاق النار - BBC News عربي,['no_technique']
استطلاعات... هزيمة فادحة للمحافظين بقيادة ميركل في نتائج الانتخابات بولايتين ألمانيتين,"[""'loaded_language'""]"
مجموعة رينو سجلت خسارة تاريخية قدرها 8 مليارات يورو في العام 2020,"[""'loaded_language'""]"
تطوان.. توقيف مقدم شرطة في قضية تتعلق بالنصب والاحتيال LINK,['no_technique']
ضيف.. من هو قيادي حماس الذي نجا من الاغتيال مرتين خلال أيام؟ LINK,"[""'loaded_language'""]"
"🔴الجزائر ليست محمية ""هاديك دولة أخرى""، فرنسا تحسب ألف حساب للجزائر. LINK",['no_technique']
سلمان سالم | هوس الماركات التجارية يهيمن على عقول بعض الشباب ويفرغ جيوبهم! #Bahrain LINK,"[""'loaded_language'""]"
زهير المغزاوي : ما لمسته انو رئيس الجمهورية شاعر بعمق الأزمة و هو بصدد القيام بالعديد من اللقاءات من أجل إيجاد حلول.. #MidiShow 🎙🇹🇳,"[""'loaded_language'""]"
آثار البركان المدمر في جمهورية #الكونغو الديمقراطية LINK,"[""'loaded_language'""]"
"#الصين.. وفاة ""أبو الأرز الهجين"" #شاهد_سكاي LINK",['no_technique']
"""#الذهب_الأبيض"".. فيلم عُماني يفوز بجائزة مهرجان ""#سينمانا"" الدولي",['no_technique']
"نتانياهو: من يعتدي علينا سيدفع ""ثمنا باهظا"" LINK","[""'loaded_language'"", ""'appeal_to_fear'""]"
#الوصال| أين يقع متحف أرض اللبان: · ولاية مرباط · ولاية ثمريت · ولاية صلالة السؤال لـ ابتهال فريق #حواء برنامج المسابقات #حواء_الاولى_وادم_الاول LINK,['no_technique']
#بايدن لرشيدة طليب: أدعو الله أن تكون جدتك وعائلتك بخير في الضفة الغربية، أعدك أن أفعل كل شيء لأرى أنهم كذلك LINK,['no_technique']
بعد مرور ساعة على انطلاقة حملة #سالمة_ياسودان القطرية لإغاثة الشعب السوداني جراء #فيضانات_السودان ، التبرعات تصل إلى أكثر من 79 مليون ريال قطري. #السودان LINK,"[""'loaded_language'""]"
"إثيوبيا تقول إنّ العقوبات التي فرضتها واشنطن بسبب ""الفظائع في إقليم تيغراي"" لن تردعها، وترفض التدخل في شؤونها","[""'loaded_language'"", ""'appeal_to_fear'""]"
ريف حلب الشمالي | جرح عدد من المواطنين نتيجة انفجار هز مدينة #نبل .. اتصال هاتفي مع مراسل الإخبارية مصطفى كوسى التفاصيل على اليوتيوب عبر الرابط التالي .. LINK,"[""'loaded_language'""]"
RT @USER مباشر من #العربية | تريليون دولار خسائر العملات المشفرة وأحدث ضربة تأتي من الصين LINK,['no_technique']
"لأول مرة يتمكن العلماء من تحديد كيفية العثور عليها.. ما هي ""حرائق الزومبي""؟ LINK",['no_technique']
حزب الله العراقي يعتبر اعتقال القيادي في الحشد #قاسم_مصلح استفزازا #العراق #العربية LINK,['no_technique']
